rank_au,whisky,expression,brand,style,age,abv,size_ml,store,state,price_aud,in_stock,product_url,store_url,store_logo,last_seen,source,popularity_group
47,Lark Classic Cask,Australian Whisky 500mL,Lark,Australian,,,500,BWS,AU,132.16,True,https://bws.com.au/spirits/whisky?search=Lark+Classic+Cask,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
47,Lark Classic Cask,Australian Whisky 500mL,Lark,Australian,,,500,Liquorland,AU,142.26,True,https://www.liquorland.com.au/spirits/whisky?search=Lark+Classic+Cask,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
47,Lark Classic Cask,Australian Whisky 500mL,Lark,Australian,,,500,First Choice,AU,141.42,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Lark+Classic+Cask,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
48,Bushmills Original,Irish Whiskey 700mL,Bushmills,Irish,,,700,Dan Murphy's,AU,45.0,True,https://www.danmurphys.com.au/whisky/all?search=Bushmills+Original,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
48,Bushmills Original,Irish Whiskey 700mL,Bushmills,Irish,,,700,BWS,AU,47.08,True,https://bws.com.au/spirits/whisky?search=Bushmills+Original,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
48,Bushmills Original,Irish Whiskey 700mL,Bushmills,Irish,,,700,Liquorland,AU,48.38,True,https://www.liquorland.com.au/spirits/whisky?search=Bushmills+Original,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
48,Bushmills Original,Irish Whiskey 700mL,Bushmills,Irish,,,700,First Choice,AU,46.46,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Bushmills+Original,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
49,Bushmills Black Bush,Irish Whiskey 700mL,Bushmills,Irish,,,700,Dan Murphy's,AU,59.0,False,https://www.danmurphys.com.au/whisky/all?search=Bushmills+Black+Bush,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
49,Bushmills Black Bush,Irish Whiskey 700mL,Bushmills,Irish,,,700,BWS,AU,59.82,True,https://bws.com.au/spirits/whisky?search=Bushmills+Black+Bush,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
49,Bushmills Black Bush,Irish Whiskey 700mL,Bushmills,Irish,,,700,Liquorland,AU,63.77,False,https://www.liquorland.com.au/spirits/whisky?search=Bushmills+Black+Bush,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
49,Bushmills Black Bush,Irish Whiskey 700mL,Bushmills,Irish,,,700,First Choice,AU,59.59,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Bushmills+Black+Bush,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
50,Fireball Cinnamon Whisky,Flavoured Whisky 700mL,Fireball,Flavoured,,,700,Dan Murphy's,AU,41.0,True,https://www.danmurphys.com.au/whisky/all?search=Fireball+Cinnamon+Whisky,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
50,Fireball Cinnamon Whisky,Flavoured Whisky 700mL,Fireball,Flavoured,,,700,BWS,AU,38.18,True,https://bws.com.au/spirits/whisky?search=Fireball+Cinnamon+Whisky,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
50,Fireball Cinnamon Whisky,Flavoured Whisky 700mL,Fireball,Flavoured,,,700,Liquorland,AU,41.23,True,https://www.liquorland.com.au/spirits/whisky?search=Fireball+Cinnamon+Whisky,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
50,Fireball Cinnamon Whisky,Flavoured Whisky 700mL,Fireball,Flavoured,,,700,First Choice,AU,39.41,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Fireball+Cinnamon+Whisky,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
